Logging to ./experiments/advantage_regularized_ppo/
---------------------------------
| rollout/           |          |
|    policy_gradient_loss_U_1 | -0.000172     |
|    value_loss               | 5.43          |
|    value_loss_B_0           | 4.69          |
|    value_loss_B_1           | 3.29          |
|    value_loss_U_0           | 3.73          |
|    value_loss_U_1           | 1.95          |
-----------------------------------------------
----------------------------------------------
| rollout/                    |              |
|    benefit_0                | 0.88158476   |
|    benefit_1                | 0.7110635    |
|    bias_estimate            | 0.17052126   |
|    ep_len_mean              | 2e+03        |
|    ep_rew_mean              | 383          |
|    ep_rew_mean_B_0          | 554          |
|    ep_rew_mean_B_1          | 466          |
|    ep_rew_mean_U_0          | 482          |
|    ep_rew_mean_U_1          | 334          |
| time/                       |              |
|    fps                      | 228          |
|    iterations               | 77           |
|    time_elapsed             | 1346         |
|    total_timesteps          | 308000       |
| train/                      |              |
|    approx_kl                | 0.0007058351 |
|    clip_fraction            | 0.00193      |
|    clip_range               | 0.2          |
|    entropy_loss             | -0.117       |
|    explained_variance       | 0.00818      |
|    explained_variance_B_0   | 0.0251       |
|    explained_variance_B_1   | 0.0207       |
|    explained_variance_U_0   | 0.0314       |
|    explained_variance_U_1   | 0.0392       |
|    learning_rate            | 1e-05        |
|    loss                     | 16.5         |
|    n_updates                | 760          |
|    policy_gradient_loss     | -0.00052     |
|    policy_gradient_loss_B_0 | -0.000303    |
|    policy_gradient_loss_B_1 | -0.000757    |
|    policy_gradient_loss_U_0 | 5.85e-05     |
|    policy_gradient_loss_U_1 | 0.000273     |
|    value_loss               | 6.61         |
|    value_loss_B_0           | 4.82         |
|    value_loss_B_1           | 3.93         |
|    value_loss_U_0           | 3.94         |
|    value_loss_U_1           | 2.26         |
----------------------------------------------
-----------------------------------------------
| rollout/                    |               |
|    benefit_0                | 0.8855069     |
|    benefit_1                | 0.6918099     |
|    bias_estimate            | 0.19369704    |
|    ep_len_mean              | 2e+03         |
|    ep_rew_mean              | 385           |
|    ep_rew_mean_B_0          | 554           |
|    ep_rew_mean_B_1          | 466           |
|    ep_rew_mean_U_0          | 483           |
|    ep_rew_mean_U_1          | 333           |
| time/                       |               |
|    fps                      | 228           |
|    iterations               | 78            |
|    time_elapsed             | 1364          |
|    total_timesteps          | 312000        |
| train/                      |               |
|    approx_kl                | 2.7685071e-05 |
|    clip_fraction            | 0             |
|    clip_range               | 0.2           |
|    entropy_loss             | -0.121        |
|    explained_variance       | 0.00521       |
|    explained_variance_B_0   | 0.0173        |
|    explained_variance_B_1   | 0.0261        |
|    explained_variance_U_0   | 0.0243        |
|    explained_variance_U_1   | 0.047         |
|    learning_rate            | 1e-05         |
|    loss                     | 32.9          |
|    n_updates                | 770           |
|    policy_gradient_loss     | -7.95e-05     |
|    policy_gradient_loss_B_0 | -0.000161     |
|    policy_gradient_loss_B_1 | -2.45e-05     |
|    policy_gradient_loss_U_0 | -0.00025      |
|    policy_gradient_loss_U_1 | -0.000188     |
|    value_loss               | 6.02          |
|    value_loss_B_0           | 4.67          |
|    value_loss_B_1           | 3.35          |
|    value_loss_U_0           | 3.86          |
|    value_loss_U_1           | 2.29          |
-----------------------------------------------
---------------------------------------------
| rollout/                    |             |
|    benefit_0                | 0.89009213  |
|    benefit_1                | 0.7206557   |
|    bias_estimate            | 0.16943645  |
|    ep_len_mean              | 2e+03       |
|    ep_rew_mean              | 388         |
|    ep_rew_mean_B_0          | 556         |
|    ep_rew_mean_B_1          | 467         |
|    ep_rew_mean_U_0          | 484         |
|    ep_rew_mean_U_1          | 333         |
| time/                       |             |
|    fps                      | 228         |
|    iterations               | 79          |
|    time_elapsed             | 1381        |
|    total_timesteps          | 316000      |
| train/                      |             |
|    approx_kl                | 0.000623697 |
|    clip_fraction            | 0.00491     |
|    clip_range               | 0.2         |
|    entropy_loss             | -0.112      |
|    explained_variance       | 0.00563     |
|    explained_variance_B_0   | 0.0201      |
|    explained_variance_B_1   | 0.031       |
|    explained_variance_U_0   | 0.0288      |
|    explained_variance_U_1   | 0.0468      |
|    learning_rate            | 1e-05       |
|    loss                     | 6.59        |
|    n_updates                | 780         |
|    policy_gradient_loss     | -0.00073    |
|    policy_gradient_loss_B_0 | -0.000646   |
|    policy_gradient_loss_B_1 | -0.000503   |
|    policy_gradient_loss_U_0 | -0.000247   |
|    policy_gradient_loss_U_1 | 0.000739    |
|    value_loss               | 6.81        |
|    value_loss_B_0           | 4.84        |
|    value_loss_B_1           | 3.66        |
|    value_loss_U_0           | 4           |
|    value_loss_U_1           | 2.11        |
---------------------------------------------
----------------------------------------------
| rollout/                    |              |
|    benefit_0                | 0.8589209    |
|    benefit_1                | 0.706733     |
|    bias_estimate            | 0.15218788   |
|    ep_len_mean              | 2e+03        |
|    ep_rew_mean              | 389          |
|    ep_rew_mean_B_0          | 556          |
|    ep_rew_mean_B_1          | 467          |
|    ep_rew_mean_U_0          | 484          |
|    ep_rew_mean_U_1          | 333          |
| time/                       |              |
|    fps                      | 228          |
|    iterations               | 80           |
|    time_elapsed             | 1399         |
|    total_timesteps          | 320000       |
| train/                      |              |
|    approx_kl                | 0.0004085554 |
|    clip_fraction            | 0.000893     |
|    clip_range               | 0.2          |
|    entropy_loss             | -0.116       |
|    explained_variance       | 0.00376      |
|    explained_variance_B_0   | 0.025        |
|    explained_variance_B_1   | 0.0352       |
|    explained_variance_U_0   | 0.0291       |
|    explained_variance_U_1   | 0.0539       |
|    learning_rate            | 1e-05        |
|    loss                     | 7.09         |
|    n_updates                | 790          |
|    policy_gradient_loss     | -0.000832    |
|    policy_gradient_loss_B_0 | -0.00018     |
|    policy_gradient_loss_B_1 | -6.89e-05    |
|    policy_gradient_loss_U_0 | -8.14e-05    |
